Entity,Code,Year,Primary Energy Consumption (terawatt-hours)
CIS,,1968,7998.801732830085
CIS,,1969,8361.934967824714
CIS,,1970,8778.396558836379
CIS,,1971,9209.745801496534
CIS,,1972,9680.010832686523
CIS,,1973,10177.22135540317
CIS,,1974,10737.970806439833
CIS,,1975,11269.304362428395
CIS,,1976,11705.678169876024
CIS,,1977,12227.220069669815
CIS,,1978,12724.987091396535
CIS,,1979,13108.235679323503
CIS,,1980,13375.669192556437
CIS,,1981,13659.171705131965
CIS,,1982,14002.626645411206
CIS,,1983,14293.511008493257
CIS,,1984,14823.698121847994
CIS,,1985,11944.863797017435
CIS,,1986,12220.178071910548
CIS,,1987,12579.382770283022
CIS,,1988,12845.823456809194
CIS,,1989,12858.238524180191
CIS,,1990,12636.670927815228
CIS,,1991,12428.012184721496
CIS,,1992,11800.65187170192
CIS,,1993,10976.753402953495
CIS,,1994,10008.706932546427
CIS,,1995,9408.11381988839
CIS,,1996,9102.138395339045
CIS,,1997,8583.938487518293
CIS,,1998,8569.008675261504
CIS,,1999,8672.775460342833
CIS,,2000,8750.42222019891
CIS,,2001,8939.395951283499
CIS,,2002,8921.651760936671
CIS,,2003,9140.673878902773
CIS,,2004,9312.232596502265
CIS,,2005,9341.10737260246
CIS,,2006,9685.650232652717
CIS,,2007,9821.11247972684
CIS,,2008,9823.513781421707
CIS,,2009,9422.139992300696
CIS,,2010,9806.723760104664
CIS,,2011,10211.674294331591
CIS,,2012,10312.542687371966
CIS,,2013,10142.767991279588
CIS,,2014,10237.615544461001
CIS,,2015,10093.401649075637
CIS,,2016,10251.522558849783
CIS,,2017,10365.16120241614
CIS,,2018,10822.08825091469
Canada,CAN,1965,1348.043170994157
Canada,CAN,1966,1430.3929718567285
Canada,CAN,1967,1500.5786688011642
Canada,CAN,1968,1601.3981697514644
Canada,CAN,1969,1689.8741524853785
Canada,CAN,1970,1809.48834709064
Canada,CAN,1971,1858.4046527777814
Canada,CAN,1972,1985.220533888891
Canada,CAN,1973,2107.8347291666723
Canada,CAN,1974,2181.284614166671
Canada,CAN,1975,2157.006520277774
Canada,CAN,1976,2280.773381593568
Canada,CAN,1977,2390.4098278947395
Canada,CAN,1978,2432.4370357017547
Canada,CAN,1979,2461.247513128656
Canada,CAN,1980,2520.0166006871405
Canada,CAN,1981,2450.176331286554
Canada,CAN,1982,2481.8902076461986
Canada,CAN,1983,2462.0009687719266
Canada,CAN,1984,2621.471183888894
Canada,CAN,1985,2702.529752997078
Canada,CAN,1986,2706.9277948099475
Canada,CAN,1987,2800.185833464912
Canada,CAN,1988,2917.285548947374
Canada,CAN,1989,2949.7079414612067
Canada,CAN,1990,2895.3974790842517
Canada,CAN,1991,2897.9259504578304
Canada,CAN,1992,2970.9928271682675
Canada,CAN,1993,3035.4867620154987
Canada,CAN,1994,3147.3368235080566
Canada,CAN,1995,3216.175210272886
Canada,CAN,1996,3304.784668732433
Canada,CAN,1997,3333.0247059764406
Canada,CAN,1998,3290.2481468419724
Canada,CAN,1999,3394.62660495875
Canada,CAN,2000,3493.812749150524
Canada,CAN,2001,3417.9234290078975
Canada,CAN,2002,3530.276415110186
Canada,CAN,2003,3555.054151083193
Canada,CAN,2004,3603.5847876988378
Canada,CAN,2005,3646.97084080329
Canada,CAN,2006,3609.884124687282
Canada,CAN,2007,3745.5474805396225
